day,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Probability
84,7.992026977293408,174.55800631401675,34585.0896069508,6.587302301425708,333.7757766108135,543.9491408663416,12.199449089655332,71.27123080111348,4.647095594485686,0.73658
85,7.735705021751656,137.31816582716152,16723.97724364579,7.675826174302703,282.53989232753565,595.3292634501314,18.756139371883528,63.04277916472739,2.1486115361452742,0.5061
86,6.850302032415962,167.98503971803825,40588.43383077968,3.372369253748352,265.4311206198224,300.41174395019243,16.00520675269331,72.3632167927763,3.0802967096198777,0.37211
87,7.009601694292698,220.56199596960943,18628.696825146977,6.78168039704592,333.7757766108135,397.99610295937634,14.80867448166714,77.7635337907762,3.121944851326297,0.55167
88,8.545890346487688,255.3248719121277,31056.578782324726,3.619779035217955,333.7757766108135,426.88336666052686,13.782988735849584,34.44829324752186,5.036882986625275,0.54956
89,7.080794504276835,229.77134953009045,16162.26230660764,4.933662227016633,333.7757766108135,448.8460363895051,8.816486899369009,66.39629294676803,4.600927568902867,0.53139
90,9.794717848521511,254.42506637463424,12490.558276058428,5.992480374252229,291.19726053329634,576.04608347393,11.665297002454563,80.69821421798686,2.807129774600525,0.53956
91,12.246928068519756,217.3680141767772,11318.14056257282,8.465160384182976,375.8947583557477,347.65305379748094,9.762504595057976,73.83240481230781,3.533243424589728,0.546
92,6.7391576920220535,156.48275940474178,30950.681099821508,6.543089824078055,363.1796235138332,425.288836697235,11.653457753679332,70.36704881802933,5.214484016180421,0.70989
93,8.132736965065673,206.7864480377924,25838.12848375008,8.68483259764943,346.6118492998286,472.27702558634405,11.633015233835806,66.39629294676803,2.9694339207381235,0.55591
94,8.27205509125987,204.22532906846263,24196.522678757345,8.44840522471032,332.8903824590433,500.6848732488677,15.157407524684343,71.02274371395475,5.140207742689406,0.83116
95,4.872560878371032,224.70510511747744,16960.434630635733,7.0780148890041295,323.03685205942384,354.39060427526863,15.692175611249183,79.9628026711345,3.9180057985839225,0.60333
96,7.274756854860161,195.1180297949592,21496.74513602928,6.571089751859015,360.6978150862549,418.37358209922337,11.382543457505788,81.23560796586705,4.271580716118446,0.65033
97,8.828326657522403,189.9755526527983,13527.989885696586,7.145967391374083,408.5912084282966,338.51245900048895,18.543500286509527,66.39629294676803,3.052822147979249,0.59928
98,8.01883160724048,197.78558785095404,23104.52038691503,9.674860448761429,322.934548175136,395.7386305771632,13.33774797842176,68.8502040552072,3.188477333734355,0.5496
99,5.343075102966485,211.66209114317687,45166.91214141498,6.651801292027481,279.76749968588933,485.95971744569687,19.682336972782764,70.54686225078603,4.240031707717554,0.7627899999999999
100,9.268281894641785,204.36048528423487,14333.538023805828,9.070126286573684,328.2979467927449,431.4754121843943,11.934801935396024,90.9017997166344,5.2557033819286,0.8106
101,7.810144933196836,187.31504773856116,20418.88992581832,7.214895724180281,325.22888082252274,351.18608085870324,16.800399608404177,68.48548028789389,4.033773709343138,0.59684
102,7.422225264350397,203.32330789471607,40148.1237214392,5.602313546992777,256.59045112674505,401.7754572096607,9.025661103805191,53.01958497111863,4.486512692528834,0.42336
103,5.579517092707998,223.61639299672817,13289.201652748288,7.698690079377398,368.89703401699694,375.2759694778724,20.2244258107807,104.58088148736014,4.043914692602463,0.86507
104,4.126528715100222,125.4748835138738,11215.945901592888,5.366011335667973,261.44479767930693,445.2414568851872,18.575920677608508,86.43365536398534,4.460200983755287,0.60959
105,10.581385987628256,213.77643864302087,11298.450090961083,7.668897441408557,300.1846216565569,497.1691281404874,17.97129471576409,83.34530446606001,2.9669456505938614,0.65124
106,7.347030355621347,199.6137207525292,19073.259594561536,5.766832204959284,336.9943348589987,413.2142304937184,12.482482392969985,56.794083968773165,4.297880700154986,0.52044
107,10.550273273136208,185.1658145801444,32150.979392832847,8.933966139013041,333.7757766108135,566.3793974220304,14.282960532198048,85.39339918963502,3.951304462604924,0.84046
108,7.1590529904974565,161.47871035811903,25591.840984167506,10.189527996586348,367.59639651851234,330.55045266713927,15.44784172788627,51.18831726937318,4.291668966809951,0.62268
109,6.628427347390652,215.2455320998125,18059.330851885647,6.93178668550837,333.7757766108135,374.45506175555215,11.621074296685151,77.94082202634827,3.4052786183334085,0.5063
110,8.332953484844603,236.5324041624621,18881.79517764528,4.2756930471398,333.7757766108135,384.7291623763276,15.121055225824932,55.50773876389136,3.40829958802318,0.44837
111,6.664934584402665,218.77000835395776,16477.350806119357,7.32500080939983,299.84652348884214,412.30858785515295,17.192685258211498,41.03578908801767,4.502138213738983,0.5445
112,7.309596473979962,193.4725961371903,19343.149511401392,7.664060566570742,306.68545533280894,426.5619276201298,12.84436554595942,111.59544769593477,4.048202462876381,0.73851
113,6.6180109055846685,233.66163585289263,19598.86073972567,4.70104934575262,432.55638496369534,401.66979061884496,11.766146433845847,73.19192050782036,4.437695749140041,0.68257
114,5.744504157048756,208.0700517880054,19457.639481105343,6.69394937956654,333.7757766108135,362.0624897925361,15.603729254249968,82.31785396122957,3.5335001498780327,0.58777
115,7.33347772602672,233.72135507753296,16066.552124395566,8.181988064844402,224.21250304477925,401.7393087132815,15.313977749206288,81.84206215648308,4.772662700779373,0.64006
116,6.991685152928785,152.97621710585375,20389.59381574744,2.648389906859159,331.25291635773544,460.1461741546457,15.485377868080832,69.67003776931779,3.724823560337372,0.50638
117,6.9038169777866205,258.5268417014941,35455.70961215394,4.881376648213999,206.247229446338,318.62262232131417,13.96173961071662,65.86667919419524,3.867843302640828,0.39116
118,5.736675708942604,180.2909076202237,12683.483292055978,7.907876694584349,423.8762969891144,415.0065755703808,12.392869404483974,83.70704535621566,2.7417913083454284,0.59093
119,7.080794504276835,227.4326629452866,32102.190705252207,3.6468475124685376,321.6710734340228,433.2764907304989,11.690091220032286,57.0496898989104,3.581036881421095,0.44079
120,9.298018008096014,163.0388345752384,13990.513403071998,4.249701619995494,333.7757766108135,399.4773578191071,15.36588356376228,83.92316814673859,3.6813242439844016,0.55731
121,8.082657125491437,213.75517693146628,21689.634297243178,8.771784092291814,325.03426465103627,508.1164726631864,17.03821220006006,66.39629294676803,5.2471301485472495,0.8536899999999998
122,5.498514693229485,180.8251137620231,21542.830032429487,6.70709459234911,352.25071130398965,419.51295764923873,13.183431560483882,68.9043702218294,3.074815427836984,0.49545
123,0.2274990502021987,152.5301111764229,39028.59934029076,3.4624920476792767,283.69378223429663,443.0292321286284,13.201943203829217,62.32271110691731,3.545741437567913,0.38783
124,10.188432654950685,286.5679908209781,7105.800708757526,9.84054042532552,321.6860585050679,437.8795084739577,12.87159906639232,78.7320551070203,4.635243482549488,0.7573299999999998
125,7.68292344484781,217.78893220939432,31150.513421162406,8.02166779412743,333.7757766108135,594.7025457573734,12.194231571451496,77.16978862354338,3.5427310869586086,0.72857
126,4.943508443526886,267.5330268756116,11870.424852110136,8.877868642134331,333.7757766108135,417.412531195674,15.252794213746997,22.749735036892385,5.070841577374866,0.5659
127,7.890354273534901,180.15809804559115,32160.533923449733,7.773484085746959,360.28398342597546,344.55061925335406,11.246460375624336,60.29218733177518,3.209588058451998,0.46793
128,4.400509038627464,119.33403564526417,19100.087123976155,11.75390365748002,333.7757766108135,328.399763492733,14.912108679987057,49.35650922932498,4.010809122979649,0.51732
129,7.136102612573539,186.58270576955573,19502.538967194017,8.095426538132969,305.4300110555953,355.93723830298984,15.645129786308472,73.88561213038653,2.5741917719754124,0.45405
130,8.131375233569006,177.0953124917417,13238.070297753016,6.678740615538389,333.7757766108135,450.718334082662,20.603574418031936,85.10589202935398,3.5428107484612554,0.72025
131,8.398261060278294,177.34721366797191,18003.257284633095,7.39092401712103,333.7757766108135,498.36537661237526,10.351297829521627,55.71566022856655,2.627862469966988,0.39661
132,8.759488714536651,219.92138996803715,33364.918122879484,5.687072312759987,324.03850572682785,443.5480064899328,17.763342833059312,79.74786822370743,2.8895781098103392,0.63426
133,3.3376289979634506,216.25708651504152,42310.82749816953,8.130663285052766,333.7757766108135,352.26407394793955,14.0296727368069,52.76096070101492,3.3001918826882606,0.49757
134,7.080794504276835,171.59223653502127,14784.755660612993,7.404582502297141,351.8755075441876,366.6695124663135,10.504303376161433,57.8621568464784,3.210168088719857,0.38326
135,5.386307352101625,212.5929905085604,40149.316556861646,8.124231912485545,318.7916672292244,355.54642033600607,17.348801665880217,64.21090504359704,3.6625634650940575,0.62385
136,7.080794504276835,190.92925578314407,20661.411062730385,10.175483776027445,299.34557629198434,471.0626398509,9.22598527269008,60.02352277328647,4.969149725035601,0.6241
137,6.150553015211817,212.81937743864663,15017.747281118674,5.544435529850245,319.4949519195244,279.44706566597955,12.850505624337243,75.02879271135131,4.810537179481996,0.53129
138,7.080794504276835,162.6262869257972,21318.961685105056,7.575278808242919,289.20840765703315,457.8115556229912,7.47731503260576,60.238477842541286,4.514981623747226,0.46565
139,6.31943154495973,180.96562086209,36278.71830879708,9.960552065163297,275.5917457297022,307.69136061472153,18.1969309465336,93.59424603033952,2.6531266883388063,0.60191
140,7.080794504276835,164.31710176471486,25236.701316468327,4.365238215077409,350.584345398565,413.6922246601988,15.421144237817488,45.9794019091576,3.72377603814946,0.45752
141,6.272474990901286,190.20071312769585,14642.205540005174,9.734512546383284,399.05294113955136,448.5682597789129,16.557176634632867,74.4353886192217,4.612535780383918,0.84452
142,7.647871554133574,160.77435344616492,29000.589711925488,7.217409339005042,333.7757766108135,438.8009607469559,13.18250056650038,67.09996942968077,3.0786727238215774,0.51287
143,6.844141767435719,184.393042697298,41408.11482166175,6.459987321712143,333.7757766108135,398.046804298961,13.166415750097483,68.89062012258368,3.412853174713619,0.55326
144,7.350378986684694,193.63336684342391,26736.08556736884,10.416588880577548,309.4168828022096,557.4956846795276,16.519722226475267,61.07738287187814,3.663922183923016,0.72138
145,8.000775801322487,237.51925049670768,18419.132883475,8.323329911892769,308.0063209830255,396.3765542840935,13.492535645097687,82.7532777661235,4.519209517780029,0.69602
146,8.347949482501885,231.20310142337328,13533.23003297518,7.623603583169211,313.6711274177521,527.3808709541483,18.663901084453183,58.05286607131876,4.217861430575852,0.71286
147,8.756926859235552,218.63775892267128,21752.029713266707,6.454876484142465,276.27810018907667,356.0757688500765,15.713148515942637,67.04963886204507,2.9456717268238743,0.42631
148,5.596627849736466,177.213791697649,17925.352120318876,8.435470110486321,303.7341659167977,552.3087055145292,10.339985594837456,57.8206111325128,5.235111120685716,0.65487
149,8.473249064166925,129.2400806215756,20465.588609162474,7.212916680892604,333.7757766108135,590.9065735830419,15.292705722888345,63.93982068892792,4.810185430241004,0.7566199999999998
150,6.020995362815591,178.50029699591676,13095.149160657458,7.944802450122614,333.7757766108135,437.29899531818046,13.77078321535282,59.872433044300976,4.806016624928021,0.62459
151,5.9672742278667465,187.0850839899358,30846.585474123283,7.281105533226093,339.0637148109293,323.9626950494488,12.651853984752847,72.2735904472921,3.914543611457913,0.54943
152,6.381719579700289,199.63502766045588,20453.81650131386,5.848734854157878,333.7757766108135,344.59950927729346,16.651414657471776,68.31308326263223,4.657694981516447,0.62771
153,4.334057805514532,155.82935040812563,13351.41382996239,8.603926761542617,321.78696527177607,387.52183305951456,7.809444539319997,77.87921905501783,2.613532097214989,0.33913
154,6.582499747201653,200.73310689806527,23720.48173047988,8.565831605436097,353.008115085245,458.3627329150158,13.001880639711205,79.52933817984302,4.152014126960154,0.72291
155,7.97406500135843,160.22418165431924,29477.76439892189,2.4560135962074776,324.05559223457215,371.21195132381513,18.69391504394377,54.280623851348,4.069086697798404,0.49904
156,7.031684050645781,201.00210593103645,24510.50755840065,5.818273622676918,401.2688320163842,371.6163971032965,12.846818967375045,89.19243338354764,4.422182857407584,0.73424
157,8.237142633897012,190.059694941258,20015.39810593453,8.385216673487097,356.0917613374257,377.6820971650517,17.740943635820486,37.71387806029169,4.93910944137509,0.65054
158,6.504876222341177,159.18213878155956,13403.086388826136,6.958284223872552,296.0769140589374,359.97443658491807,15.636850182061664,63.51431194674478,3.748443401102416,0.455
159,5.1743459983462,234.32856907423485,11746.607522157146,6.961265386435571,314.9868004507202,407.1023016775681,13.771679971240076,36.18353587181301,3.689144992138577,0.38192
160,7.833970823584208,240.832528518044,25694.87370551702,4.300509254913657,301.76038559076267,442.7413888492462,16.88909787583293,96.89957583486736,4.814916877070632,0.79903
161,11.069456289054555,256.20198026290774,43536.02087409113,4.047620470589589,333.7757766108135,433.476011349698,12.427394922392407,55.73299125192422,4.88051238141723,0.66164
162,7.611982388879645,190.6628035986414,9138.02934425656,5.224256299847236,329.5806789162711,577.4447127405397,17.209367371576377,65.33324119070701,6.494748555990993,0.8930399999999998
163,8.311271181077602,206.10775844471195,20562.513390890872,9.820473297478562,333.7757766108135,479.0323203403781,21.7411436011252,80.01264402000062,4.4620457379771805,0.92497
164,7.37105030242953,214.4966104571565,25630.320036999725,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0.41422
165,6.1859248920520455,236.03478264925752,1198.9436990081783,6.140033164031195,374.09538796904826,436.23619825357247,11.093810616625037,99.77507788538944,4.090264381918474,0.67843
166,10.201425755101072,190.79907898724525,8918.892600033822,4.8998748098928,306.4953694983077,331.3789519350312,18.525433629799068,68.54744753582546,3.9644495882197432,0.52065
167,9.228484208847258,200.71033040020737,26744.2315262742,6.83336024165987,339.8207187053917,363.950990820308,14.14477230737549,86.95020026036977,4.829753513504483,0.7505899999999999
168,3.9065675142870497,152.81884608210035,17857.716894287623,7.363060149133315,324.3828430618761,342.40879096870094,7.637198276826609,75.2013462894307,3.204795725910893,0.33892
169,3.8788793890688,177.71284092836623,21937.47156902812,7.369768571309858,299.2416239048493,447.30375575365935,12.451911879217276,63.16311345592596,4.927711075497064,0.59448
170,8.903733775089478,194.21627524316696,13319.49570534068,5.56689579210772,323.42436241769934,317.3492443408267,17.130157597690697,61.42879054902781,4.365169641644011,0.53675
171,7.266594534747278,176.85369633581055,14859.059660678644,8.261778152453603,327.17225244295366,445.03745595164486,19.92370400091363,87.06613097768019,3.357439470656984,0.72094
172,6.27727737127444,148.18601327640698,22916.572241773727,5.035633211219156,333.7757766108135,474.61795358236793,9.604154964714608,61.835711672536966,3.6193211819201823,0.42552
173,7.648877927703538,188.50697741610023,22510.9750698624,8.617208146755678,333.7757766108135,393.2935389967264,12.854519109800378,73.31350293073262,4.953533862998418,0.7056
174,8.264090516352203,216.5518870292925,23556.934353273347,5.83068529423083,333.5005378051933,450.8574914603333,8.667720302268037,39.80417883432762,3.4105107155681607,0.3487
